EventID,Season,DayNum,WTeamID,LTeamID,WPoints,LPoints,ElapsedSeconds,EventTeamID,EventPlayerID,EventType,GameID,OT,TimeRemain,EventTeam,OtherTeam,PossTeam,COP
30100298,2019,1,1104,1380,0,0,2310,1104,653557,assist,2019111041380,0,90,1104,1380,1104.0,0
30100299,2019,1,1104,1380,80,56,2310,1104,653569,made3_jump,2019111041380,0,90,1104,1380,1104.0,0
30100300,2019,1,1104,1380,80,58,2334,1380,657444,made2_lay,2019111041380,0,66,1380,1104,1380.0,1
30100301,2019,1,1104,1380,0,0,2356,1104,653562,reb_off,2019111041380,0,44,1104,1380,1104.0,0
30100302,2019,1,1104,1380,0,0,2356,1104,653569,miss3_jump,2019111041380,0,44,1104,1380,1104.0,1
30100303,2019,1,1104,1380,82,58,2364,1104,653562,made2_dunk,2019111041380,0,36,1104,1380,1104.0,0
30100304,2019,1,1104,1380,0,0,2368,1104,653558,sub_in,2019111041380,0,32,1104,1380,1104.0,0
30100305,2019,1,1104,1380,0,0,2368,1104,653565,sub_out,2019111041380,0,32,1104,1380,1104.0,0
30100306,2019,1,1104,1380,0,0,2368,1104,653569,foul_pers,2019111041380,0,32,1104,1380,1104.0,0
30100307,2019,1,1104,1380,0,0,2368,1104,653569,sub_out,2019111041380,0,32,1104,1380,1104.0,0
30100308,2019,1,1104,1380,0,0,2368,1104,653570,sub_in,2019111041380,0,32,1104,1380,1104.0,0
30100309,2019,1,1104,1380,0,0,2368,1380,657441,sub_out,2019111041380,0,32,1380,1104,1104.0,0
30100310,2019,1,1104,1380,0,0,2368,1380,657449,sub_in,2019111041380,0,32,1380,1104,1104.0,0
30100311,2019,1,1104,1380,82,59,2368,1380,657441,made1_free,2019111041380,0,32,1380,1104,1380.0,0
30100312,2019,1,1104,1380,82,60,2368,1380,657441,made1_free,2019111041380,0,32,1380,1104,1380.0,0
30100313,2019,1,1104,1380,0,0,2395,1104,653570,miss2_jump,2019111041380,0,5,1104,1380,1104.0,0
30100314,2019,1,1104,1380,0,0,2395,1380,657448,reb_def,2019111041380,0,5,1380,1104,1104.0,1
30100315,2019,1,1104,1380,82,62,2399,1380,657437,made2_jump,2019111041380,0,1,1380,1104,1380.0,0
